,name,month_2020,square_meter,road-width,price,bedroom_no,floors,street,area,district
132,"Kẹt tiền bán gấp căn nhà đường Phan Văn Hớn đinh doanh buôn gần chợ, trường học",7.0,85.0,2.0,1.45,3.0,2.0,331.0,136.0,3.0
133,"Bán gấp căn nhà cấp 4, shr, giá 699tr",7.0,75.0,12.0,0.6990000000000001,2.0,1.0,0.0,139.0,24.0
134,"BÁN GẤP NHÀ MẶT TIỀN ĐƯỜNG LỚN SÂN LỚN TIỆN KINH DOANH BUÔN BÁN GIÁ CỰC RẺ CHỈ 5,5 TỶ",7.0,75.0,20.0,5.5,5.0,4.0,196.0,84.0,8.0
135,nhà 2 lầu sổ hồng riêng 40m2 giá 1.63 tỷ sổ hồng chính chủ ngã ba Mã Lò _ Tân Kỳ Tân Quý,7.0,40.0,5.0,1.63,3.0,3.0,228.0,34.0,18.0
136,"[ NHÀ ĐẤT BÁN] - Nhà Mới Xây Cần Bán Lại, Trệt 2 Lầu , sổ Hồng ,Q. Bình Tân, Giá 1,68 Tỷ.",7.0,40.0,6.0,1.68,4.0,2.0,165.0,35.0,18.0
137,"BÁN NHÀ BÌNH TÂN, DT 4X10m, 2 TẤM HẺM XE HƠI NGAY CHỢ BÌNH THÀNH",7.0,40.0,10.0,2.1,4.0,2.0,39.0,35.0,18.0
138,"CẦN NHÀ BÁN HOẶC CHO THUÊ  ĐƯỜNG HÀ HUY GIÁP, QUẬN 12, GIÁ:5 TỶ",7.0,88.0,10.0,5.0,4.0,2.0,133.0,80.0,8.0
139,Cần Tiền Bán Gấp 4 Căn Nhà Trọ Tại Phước Kiển Giá 3.1 Tỷ Cạnh Chợ Rạch Đĩa.,7.0,81.0,4.0,3.1,4.0,1.0,197.0,123.0,4.0
140,BÁN NHÀ ĐƯỜNG XE TĂNG TRÁNH NHAU NGAY CHỢ MINH PHÁT TX21-TX22-TÔ NGỌC VÂN Q12,7.0,68.0,8.0,4.9,4.0,4.0,402.0,82.0,8.0
141,"Về quê bán nhà ĐT Bình tân, 3 tấm , hẻm thông 6M, giá rẻ",7.0,39.0,7.0,2.15,4.0,3.0,39.0,34.0,18.0
142,"Bán nhà tại đường Số 12, QL13, Hiệp Bình Chánh, Quận Thủ Đức. Phạm Văn Đồng chỉ 100m.",7.0,64.0,10.0,7.5,4.0,3.0,519.0,50.0,21.0
143,"HÀNG NGỘP Nhà 1T4L MT Sông- Kinh doanh ngay- đường 12m, DT300m2, Ngay Vincom Nguyễn Xí",7.0,300.0,12.0,10.8,6.0,4.0,307.0,17.0,17.0
144,Bán gấp căn nhà 1trệt 1lầu hẻm 76 đường nguyễn văn quá DHT Q12 DT27m gía 1ty450tr SHR,7.0,27.0,3.0,1.45,2.0,1.0,299.0,107.0,8.0
145,CẦN BÁN CĂN NHÀ 1 TRỆT 2 LẦU MỚI XÂY. NGAY HÀ HUY GIÁP Q12.GIÁ CHỈ 1x tỷ.LH Minh,7.0,75.0,7.0,1.8,3.0,2.0,133.0,82.0,8.0
146,"Nhà 2 lầu mới, ngay chợ Bình Thành, Lk 45, Bình Tân.",6.0,98.0,6.0,1.88,3.0,2.0,165.0,35.0,18.0
147,"Building 5 Tầng D5, P.25, Bình Thạnh, DT: 12x20m, Giá 57 tỷ",6.0,240.0,20.0,57.0,8.0,5.0,92.0,16.0,17.0
148,Nhà Đúc Lửng 44M2 - Trung Chánh - Hóc Môn - 1.6 Tỷ,6.0,44.0,4.0,1.6,2.0,1.0,473.0,129.0,3.0
149,"Biệt thự HXH 10m Đường D2 - Nguyễn Gia Trí, Phường 25, Bình Thạnh, 28 tỷ TL",6.0,78.0,10.0,28.0,6.0,3.0,583.0,16.0,17.0
150,"Bán nhà đường Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1( 4m x 20m)Hầm, 8 tầng. Giá 45 tỷ",6.0,69.0,20.0,45.0,17.0,9.0,241.0,66.0,5.0
151,"CHÍNH CHỦ CẦN BÁN NHÀ ĐƯỜNG 11 TRẦN NÃO,PHƯỜNG BÌNH AN, QUẬN 2,HCM",6.0,95.0,20.0,19.8,17.0,9.0,435.0,32.0,9.0
152,Tôi Chính Chủ Cần Bán Căn Nhà Ở Nguyễn Trọng Tuyển 1 trệt 2 lầu 5PN+WC Gía 8 tỷ,6.0,50.0,10.0,8.0,5.0,2.0,302.0,25.0,20.0
153,"Nhà Mặt tiền hẻm Hương lộ 2 - Lê Văn Qưới, 4x10m, giá 1.63 tỷ (3PN)",6.0,50.0,5.0,1.63,3.0,3.0,198.0,41.0,18.0
154,"Bán Khách Sạn 2MT Khu Sân Bay , Tổng Cộng 22 Phòng Nội Thất Cao Cấp , Gía chỉ : 37 tỷ",5.0,128.0,8.0,37.0,22.0,7.0,515.0,12.0,22.0
155,Bán nhà hẻm 12m cách mt 2 căn nhà 69/ D2 phường 25 Quận Binh Thạnh TP.HCM,5.0,72.0,12.0,16.5,5.0,3.0,89.0,16.0,17.0
156,"BÁN NHÀ 2 MẶT TIỀN HXH THÀNH THÁI , F.14 , Q10 4,1X13 TRỆT 4 LẦU GIÁ 14TY2",5.0,55.0,5.0,14.2,5.0,4.0,395.0,7.0,6.0
157,"HOT:MỞ BÁN KDC COMPOUNDP CAO CẤP BẬC NHẤT TÂY SÀI GÒN, CHỈ BỎ 1,7 TỶ SỞ HỮU NGAY",3.0,60.0,12.0,6.9,4.0,5.0,23.0,9.0,15.0
158,BÁN CẮT LỖ CĂN HỘ 500 TRIỆU QUẬN 12 ĐƯỜNG HIỆP THÀNH 13 GIÁ CHỈ 5.2 TỶ,3.0,240.0,12.0,5.2,5.0,4.0,111.0,53.0,8.0
159,"Bán nhà biệt thự nội bộ compout song Bình An, rần Não Q2 , DT: 6.9 X 21 giá 22 tỷ 500",1.0,128.0,7.0,22.5,3.0,2.0,377.0,32.0,9.0
160,"GIA ĐÌNH CẦN BÁN LẠI CĂN VILLA 2 LẦU BÌNH CHÁNH NHƯ HÌNH,8X20M,SHR,3,5 TỶ",14.0,160.0,10.0,3.2,4.0,2.0,358.0,117.0,0.0
161,Do chuyển nhà về Quận 1 nên e cần bán nhà Bình Chánh giá yêu thương,9.0,60.0,4.0,0.45,3.0,1.0,550.0,124.0,0.0
162,"Nhà 1Trệt 3Lầu Mới Xây 52m2 Sổ Hồng Riêng, Đường Đinh Bộ Lĩnh, Đối Diện Bến Xe Miền Đông",9.0,52.0,4.0,5.97,4.0,3.0,548.0,17.0,17.0
163,Nhà 1 lầu 2PN cách chợ 500m nguyễn văn bứa,9.0,90.0,5.0,0.68,2.0,1.0,290.0,135.0,3.0
164,"Bán nhà mới đẹp Phan Xích Long, Phú Nhuận kế Q. 1, 70m2, 4 tầng, 6.8 tỷ.",9.0,70.0,5.0,6.8,6.0,4.0,334.0,24.0,20.0
165,"(Gò Vấp)Nhà đẹp,nở hậu,sát mặt tiền Quang Trung gần 80m2 chỉ 4.48tỷ.",9.0,78.0,3.0,4.48,3.0,2.0,354.0,3.0,19.0
166,"TÔI CẦN BÁN CĂN NHÀ ĐƯỜNG TRẦN KẾ XƯƠNG,PHÚ NHUẬN 48m2_1ty460_SHR",9.0,48.0,5.0,1.46,2.0,1.0,432.0,20.0,20.0
167,"CẦN BÁN CĂN NHÀ ĐƯỜNG VŨ TÙNG,SAU LƯNG CHỢ BÀ CHIỂU,BÌNH THẠNH 48m2_1ty520_SHR",9.0,48.0,5.0,1.52,2.0,1.0,505.0,12.0,17.0
168,"CẦN BÁN GẤP CĂN NHÀ 1T1L NGAY BÙI ĐÌNH TUÝ,GẦN CHỢ LONG VÂN 56m2_1ty520_SHR",9.0,56.0,5.0,1.52,2.0,1.0,51.0,15.0,17.0
169,"ĐỊNH CƯ NƯỚC NGOÀI NÊN NHƯỢNG GẤP CĂN NHÀ NGAY MAN THIỆN,Q9,GẦN CHỢ ĐÊM 56m2_1ty260_SHR",9.0,56.0,5.0,1.26,2.0,1.0,226.0,105.0,16.0
170,"TÔI CẦN BÁN GẤP CĂN NHÀ ĐƯỜNG ĐẶNG VĂN BI,THỦ ĐỨC 56m2_1ty420_SHR",9.0,56.0,6.0,1.42,2.0,1.0,570.0,87.0,21.0
171,"Bán gấp nhà Lý Thường Kiệt, Q10, 50m2 mà 4.9 tỷ, 4 tầng, 4 PN.",8.0,50.0,6.0,4.9,4.0,4.0,215.0,7.0,6.0
172,"Mặt tiền kinh doanh đỉnh Hoàng Văn Thụ 60m2, bề ngang đẹp chỉ 11 tỷ 4",8.0,60.0,20.0,11.4,4.0,3.0,123.0,12.0,22.0
173,"Chỉ còn 6.5 tỷ mặt tiền 4 Lưu Nhân Chú, 54m2, cách ngã 3 PVHai và HSa 10m.",8.0,54.0,6.0,6.5,2.0,1.0,218.0,22.0,22.0
174,"Siêu hiếm, chỉ 5,5 tỷ có nhà đẹp 42,1m2 Thành Thái Q10.",8.0,42.0,3.0,5.5,3.0,2.0,395.0,7.0,6.0
175,Chỉ 7 tỷ 8 có nhà đẹp 68m2 Kỳ Đồng Q3.,8.0,68.0,3.0,7.8,4.0,2.0,160.0,26.0,10.0
176,"BÁN NHÀ 1T1L ĐẶNG VĂN BI, THỦ ĐỨC, 56M2, 1 TỶ 210TR , SỔ RIÊNG, BAO SANG TÊN",8.0,56.0,6.0,1.21,2.0,1.0,570.0,87.0,21.0
177,XOAY VỐN KINH DOANH BÁN NHANH CĂN NHÀ 1T1L TÔ NGỌC VÂN_T.ĐỨC_1 TỶ230 _48M2_SHR_Ở LIỀN_VI,8.0,48.0,5.0,1.23,2.0,1.0,477.0,79.0,21.0
178,Nhà hẻm xe bán tải 5 tầng mới DT 78m2 giá 8 tỷ 2 Nguyễn Đình Chiểu Quận 3,8.0,78.0,4.0,8.2,4.0,5.0,309.0,21.0,10.0
179,"Nhà đẹp sát mặt tiền KD ở đều thuận tiện,HXH Bàn Cờ Quận 3 45m2 giá 8 tỷ 2",8.0,45.0,5.0,8.2,4.0,5.0,32.0,20.0,10.0
180,Nhà hẻm 4m ở liền Bà Hạt  Quận 10 DT 42m2 giá 4.1 tỷ TL,8.0,42.0,3.0,4.1,3.0,3.0,29.0,26.0,6.0
181,NHÀ 3 LẦU MỚI (4.2X13.5M) HẺM XE HƠI .PHÚ THỌ HÒA TÂN PHÚ .GIÁ 6.1 TỶ LH :HẰNG MOON,8.0,57.0,5.0,6.1,5.0,3.0,340.0,71.0,23.0
182,"CẦN TIỀN BÁN GẤP NHÀ NÁT ĐỘI CUNG Q11 GIÁ 920TR/72M2, SHR, THỔ CƯ",8.0,72.0,6.0,0.92,2.0,1.0,582.0,26.0,7.0
183,"Bán nhà phố Bình Thạnh giá rẻ đầu tư, nhà phường 12, phường 25, phường 26, đường ô tô lớn",8.0,80.0,12.0,5.9,4.0,5.0,307.0,17.0,17.0
184,"Duy nhất một căn góc ngay chợ Thủ Đức, Khúc giao Phạm Văn Đồng, Võ Văn Ngân, Kha Vạn Cân",8.0,70.0,7.0,5.5,4.0,4.0,570.0,87.0,21.0
185,"Chính chủ bán nhanh căn nhà cạnh nhà máy bia tiger 4x16m, 1 trệt, 1 lửng , 3 lầu giá TL.",8.0,64.0,12.0,5.8,4.0,3.0,196.0,84.0,8.0
186,"Bán nhà chính chủ chợ Hiệp Thành, sổ hồng hoàn công đầy đủ, bao sang tên đăng bộ",8.0,120.0,4.0,2.1,3.0,2.0,312.0,53.0,8.0
187,"BÁN NHÀ NÁT HXH 5M NGUYỄN ĐÌNH CHỂU, 48M2-945TR SỔ RIÊNG, CHÍNH CHỦ, GẦN TRƯỜNG HỌC",8.0,48.0,5.0,0.945,2.0,1.0,309.0,22.0,10.0
188,Chuyển công tác cần bán nhà Lý Thái Tổ Quận 10 38m2 chỉ nhỉnh 4.xx tỷ TL.,8.0,38.0,4.0,4.5,3.0,3.0,214.0,26.0,6.0
189,"Nhà phố KDC Home Village - MT Hoàng Phan Thái, SHR, gần chợ Bình Chánh (nhà hoàn thiện)",8.0,100.0,12.0,1.5,3.0,1.0,119.0,117.0,0.0
190,"Hàng Hiếm P8 Tân Bình,  44m2 Chỉ 4,2 Tỷ Nhà LẠC LONG QUÂN, 30m Ra Mặt Tiền LLQ",8.0,44.0,5.0,4.2,2.0,2.0,220.0,25.0,22.0
191,Nhà bán hẻm 270 Phan Đình Phùng P1 Q PN . DT 67m giá 4.9 tỷ .,8.0,67.0,3.0,4.9,2.0,1.0,335.0,2.0,20.0
192,"NHÀ SỔ HỒNG NHÀ BÈ-3,2X13M- 3 TẦNG- 4PN- CÁCH ĐƯỜNG NGUYỂN BÌNH 50M",8.0,36.0,2.0,1.39,4.0,3.0,236.0,122.0,4.0
193,"Cần bán căn nhà sổ riêng mặt tiền hẽm,hỗ trợ ngân hàng 70% ngay cầu Rạch Dơi",8.0,48.0,4.0,1.25,3.0,1.0,197.0,120.0,4.0
194,"Nhà góc 2 mặt tiền hẻm xe hơi 1454 Lê Văn Lương, Phước Kiển Nhà Bè. Giá 4ty5",8.0,86.0,6.0,4.5,3.0,2.0,197.0,123.0,4.0
195,"Bán nhà nát 42m2 HXH Minh Phụng, Q11- SHR- 1 tỷ215",8.0,42.0,6.0,1.215,2.0,2.0,227.0,26.0,7.0
196,"Bán nhà nát 43m2 HXH Lê Quag Sug, Q6- SHR- 1 tỷ250",8.0,42.0,6.0,1.25,2.0,2.0,181.0,23.0,13.0
197,Nhà MT Lê Lai P3 Gò Vấp 1 trệt 3 lầu,8.0,85.0,10.0,13.0,5.0,3.0,175.0,20.0,19.0
198,KHU VIP GÒ VẤP LÊ VĂN THỌ GÒ VẤP - HẺM XE HƠi - 3 BƯỚC CHÂN RA MẶT TIỀN - 4 TẦNG - NHÀ MỚI,8.0,36.0,6.0,3.86,4.0,3.0,201.0,4.0,19.0
199,"Bán nhà Quang Trung Quận Gò Vấp gần 70m2, giá chỉ 3.96 tỷ, VIP QUẬN GÒ VẤP, KHÔNG QUY HOẠC",8.0,70.0,6.0,3.96,2.0,1.0,354.0,4.0,19.0
200,Nhà đang cho thuê 4.5 triệu cần bán gấp 60m2 sổ hồng hoàn công 2018 giá 850 triệu,8.0,60.0,6.5,0.85,3.0,1.0,129.0,138.0,3.0
201,"Nhà chính chủ đứng tên Phan Văn Hớn, Q12, 70m2 giá cứng 1 tỷ 200 triệu",8.0,70.0,6.0,1.2,4.0,3.0,331.0,100.0,8.0
202,🆘 TIN VIP 🆘 NHÀ KIỂU BIỆT THỰ MỚI XÂY- 3 LẦU- CÓ GARA ĐẬU ÔTÔ- GIÁ RẺ,8.0,80.0,8.0,5.8,4.0,3.0,130.0,114.0,4.0
203,"Bán nhà phố 3 lầu kiểu Tân Cổ Điển siêu đẹp tại Green Riverside Huỳnh Tấn Phát Giá 5,8 tỷ",8.0,80.0,20.0,5.8,4.0,3.0,130.0,114.0,4.0
204,"CHÍNH CHỦ BÁN NHÀ 1T3L DT: 4X20M  MT ĐỘC LẬP- TÂN PHÚ, SHR.",7.0,80.0,20.0,6.8,5.0,3.0,581.0,97.0,23.0
205,"BÁN NHÀ PHƯỚC KIỀN, NHÀ BÈ, NHÀ ĐẸP 3,5 TẦNG CHỈ 5,1 TỶ",7.0,300.0,8.0,5.1,4.0,3.0,197.0,123.0,4.0
206,"NHÀ BÁN THỊ TRẤN NHÀ BÈ, 3 tầng + ST , đường 12m, sổ riêng",7.0,200.0,12.0,4.4,4.0,3.0,130.0,114.0,4.0
207,Bán nhà đường Thanh Niên 52m2 có gác đúc 450 triệu sổ hồng riêng bao sang tên,7.0,52.0,8.0,0.45,2.0,1.0,389.0,135.0,3.0
208,"Cần bán gấp căn nhà nhỏ xinh 3 pn, 3wc, ngay trạm thu phí An Sương-An Lạc giá chỉ 1 tỷ 58",7.0,96.0,4.0,1.58,3.0,3.0,386.0,35.0,18.0
209,"CHÍNH CHỦ CẦN BÁN NHÀ 1T2L MẶT TIỀN KINH DOANH TẠI P14, Q6, TP HCM, LH: 0798981728",7.0,43.0,4.0,20.0,3.0,2.0,459.0,7.0,13.0
210,"Bán Nhà 2 Lầu Đường số 6, sau chợ Bình Triệu,Hiệp Bình Chánh, Thủ Đức",7.0,88.0,5.0,5.0,3.0,2.0,386.0,50.0,21.0
211,"Bán nhà đường 20, 80m2 nhà 3 lầu, có sân đậu oto, gần GIGA Mall",7.0,80.0,7.0,8.19,4.0,3.0,372.0,50.0,21.0
212,"Bán nhà, nhà 3 lầu hẻm ô tô, hoàn công đầy đủ. Giá tốt 4tỷ 790, KDC Hồng Long",7.0,50.0,5.0,4.79,4.0,3.0,12.0,51.0,21.0
213,"Cần bán rất gấp. Bán nhà thông tứ phía Phan Huy Ich, dt 3.8x15. Gía 3.5 tỷ",7.0,48.0,3.5,3.5,3.0,2.0,326.0,7.0,19.0
214,"Chính thức mở bán 11 căn nhà phố đẹp nhất khu dân cư Home Village 10ha, gần chợ Bình Chánh",7.0,100.0,10.0,1.5,3.0,1.0,119.0,117.0,0.0
215,"Chính chủ bán nhà hẻm xe tải đường 9m, 1 sẹc,  đường Phạm Huy Thông, P7, khu VIP Gò Vấp",7.0,70.0,10.0,7.9,3.0,1.0,343.0,24.0,19.0
216,❌⭕Chính Chủ Cần bán nhà mới xây 1 trệt 1 lầu giá rẻ sau chợ Hưng Long❌⭕,7.0,80.0,5.0,0.679,2.0,2.0,8.0,139.0,24.0
217,BÁN NHÀ MỚI XÂY - SHR - 1 TRỆT 1 LẦU - GIÁ YÊU THƯƠNG,7.0,300.0,8.0,1.35,5.0,2.0,584.0,109.0,24.0
218,"Bán Nhà 1A/35 Ngay Chợ Bình Chánh , Giá 959tr/căn . DT: 4x16m  LH  Thân",7.0,64.0,6.0,0.959,3.0,2.0,453.0,117.0,0.0
219,"Bán Nhà 54/68A Đoàn Nguyễn Tuấn , Giá 850tr DT: 4 x 26.5m 1 trệt 1 lầu LH A long chính chủ",7.0,105.0,8.0,0.85,3.0,2.0,550.0,115.0,0.0
220,CHÍNH CHỦ CẦN BÁN GẤP NHÀ NGAY CHỢ BÌNH CHÁNH,7.0,252.0,8.0,0.85,4.0,2.0,132.0,0.0,24.0
221,Nhà Bình Chánh 2020 Mới Xây 240m2 Đinh Đức Thiện - BC,7.0,238.0,6.0,1.35,4.0,2.0,3.0,139.0,24.0
222,Cần Bán 2 Mặt Tiền số 328-330 Đường 3/2 Q.10 (12x16) 5L. HĐ Thuê 600 Triệu / tháng,7.0,200.0,30.0,125.0,1.0,5.0,21.0,5.0,6.0
223,"Cần tiền trả nợ bán gấp nhà 3,5x10m 3PN Tặng nội thất",7.0,100.0,4.0,1.58,3.0,3.0,312.0,53.0,8.0
224,"Nhà mặt tiền Siêu Vị trí, khan hiếm đường Đinh Tiên Hoàng, đakao, Q1. 4x13, 2 lầu, 15 tỷ T",7.0,100.0,40.0,15.0,6.0,3.0,549.0,106.0,5.0
225,"Bán nhà mặt tiền Cư Xá Đô Thành Quận 3 DT 4.2x20m, cho thuê 78tr, KC 6 tầng thang máy 20tỷ",7.0,80.0,12.0,20.0,12.0,6.0,81.0,21.0,10.0
226,"Bán gấp Nhà mặt tiền 130m2, Giá 210tr/m2  phường Đakao. Nhà Mặt tiền Đinh Tiên Hoàng, Q1.",7.0,160.0,30.0,27.0,4.0,2.0,549.0,106.0,5.0
227,"Bán gấp nhà mặt tiền đường Hoàng Sa, Quận 3, DT 4.5x15m, 4 lầu, 9 căn hộ dịch vụ 13.5 tỷ",7.0,65.0,12.0,13.5,9.0,4.0,121.0,24.0,10.0
228,"Chính chủ Bán Gấp Nhà Góc 2 Mặt Tiền đường Nguyễn Thiện Thuật, Q3. DT 10x10, 2lầu, 19.9 tỷ",7.0,480.0,20.0,19.9,5.0,3.0,270.0,2.0,10.0
229,"Chính chủ cần bán gấp nhà mặt tiền 107C Phan Văn Trị, p2, Q5. Dt 4.5x20, 2 lầu. 16 tỷ",7.0,90.0,20.0,16.0,6.0,3.0,333.0,12.0,12.0
230,"Chính thức mở bán 11 căn nhà phố đẹp nhất KDC Home Village 10ha, gần chợ Bình Chánh - SHR",7.0,100.0,10.0,1.5,3.0,1.0,119.0,131.0,0.0
231,"Bán Nhà HXH Quang Trung P8 Gò Vấp.DT 5  X 11 CN Đủ 1 Trệt, Lững,2 Lầu ,ST. Giá 5,6 Tỷ",7.0,52.0,4.0,5.6,4.0,3.0,354.0,25.0,19.0
232,Bán nhà hẻm 3m Hoàng Văn Thụ P8 Phú Nhuận/ 3.98 ty,7.0,31.0,3.0,3.97,2.0,2.0,123.0,25.0,20.0
233,Bán nhà hẻm đẹp Nguyễn Văn Trỗi Phú Nhuận chỉ 3.97 tỷ,7.0,35.0,3.0,3.97,2.0,2.0,302.0,25.0,20.0
234,"Nhà 1 Trệt 1 Lầu, SỔ RIÊNG 3x8 đường số 20 Gò Xoài - Giá 2,1 tỉ",7.0,48.0,4.0,2.1,3.0,1.0,526.0,34.0,18.0
235,chính chủ Bán lô đất  gần vòng xoay Phạm Văn Đồng - Kha Vạn Cân.SHR.,7.0,100.0,10.0,3.5,3.0,1.0,154.0,87.0,21.0
236,"Cần tiền kinh doanh bán nhanh nhà đẹp 1 lầu hẻm xe hơi, Lê Văn Lương.",7.0,70.0,6.0,0.86,2.0,2.0,197.0,120.0,4.0
237,"CHÍNH CHỦ CẦN NHÀ MẶT TIỀN ĐƯỜNG HẬU GIANG, PHƯỜNG 12, QUẬN 6, TP HCM",6.0,108.0,6.0,21.0,2.0,2.0,143.0,5.0,13.0
238,"CẦN BÁN NHÀ MẶT TIỀN ĐƯỜNG SỐ 5 , P BÌNH HƯNG HÒA, QUẬN BÌNH TÂN, HCM",6.0,250.0,6.0,5.35,2.0,2.0,385.0,33.0,18.0
239,"Nhà hẻm xe hơi Lê Hồng Phong, Quận 10, 50m2, 4 tầng full nội thất, giá 8.6 tỷ",6.0,50.0,6.0,8.6,4.0,4.0,173.0,2.0,6.0
240,"Nhà siêu đẹp hẻm xe tải giá HOT Ngô Tất Tố, DT 5X14 Giá 8 tỷ",6.0,75.0,7.0,8.0,4.0,4.0,316.0,11.0,17.0
241,Bán nhà ngay mặt tiền đường nơ trang Long và Nguyễn xí,5.0,145.0,3.0,10.5,3.0,1.0,321.0,6.0,17.0
242,Bán nhà 3MT hẻm đường Tôn Thất Tùng 7x12m trệt 6 lầu giá chỉ 21 tỷ,4.0,84.0,3.0,22.0,6.0,6.0,479.0,77.0,5.0
243,"Cực phẩm mặt tiền Bùi Viện 33m2, 4 tầng chỉ 23 tỷ. Tại sao lại rẻ ?Liên hệ ngay kẻo lỡ.",4.0,33.0,6.0,23.0,3.0,4.0,49.0,77.0,5.0
244,iảm 5 Tỷ Mặt Tiền Sân Bay  Yên Thế P2 TB ( 9x28) HĐ Thuê 5 năm . Chỉ 245 tr/m2,3.0,245.0,20.0,60.0,1.0,1.0,515.0,12.0,22.0
245,Bán Biệt Thự MiNi 1Trệt 2Lầu Mới Xây 100% Ngay Tân Kỳ Tân Quý Mã Lò BHHB Bình Tân,2.0,60.0,5.0,1.43,2.0,2.0,2.0,110.0,24.0
246,"Bán nhà MT khu nhà ở Nam Phan, Tân Thuận Đông, Q7. DT: 192m2, 5 tầng. Giá: 21 tỷ",2.0,192.0,30.0,21.0,8.0,4.0,368.0,96.0,14.0
247,"Bán Nhà 2 Tầng Lê Văn Thọ, Gò Vấp 53m2 - 3 Tỷ",0.0,53.0,3.0,3.0,2.0,2.0,201.0,26.0,19.0
248,Bán nhà 120m2 3 lầu MT Bùi Mình Trực Quận 8 chỉ 17 tỉ,17.0,120.0,8.0,17.0,5.0,3.0,44.0,23.0,15.0
249,CỰC SỐC: CHÍNH CHỦ 56M2 HẺM 5M CÁCH EON TÂN PHÚ 5 PHÚT 5 TỶ TL,14.0,56.0,5.0,5.0,2.0,1.0,26.0,103.0,23.0
250,"Bán nhà riêng đẹp 150/37 Nguyễn Hữu Tiến, Tây Thạnh, Tân Phú 60 m2 5.6 tỷ",13.0,60.0,3.0,5.6,5.0,4.0,258.0,103.0,23.0
251,"Bán nhà Mặt tiền Hoàng Văn Thụ, P.15, Q.Phú Nhuận, DT 3.1x8m, 2 lầu mới, giá chỉ 7.5 tỷ TL",9.0,30.0,30.0,7.5,4.0,2.0,123.0,8.0,20.0
252,"Khách sạn 7 lầu MT Calmette góc Lê Thị Hồng Gấm, đối diện building 40 lầu, Q1, giá 49 tỷ",9.0,80.0,30.0,49.0,18.0,7.0,62.0,66.0,5.0
253,Nhà mặt tiền Tân Phú. 71m2 3 tầng 7.2 Tỷ (TL),9.0,71.0,8.0,7.2,3.0,3.0,156.0,72.0,23.0
254,"Siêu Phẩm Cống Quỳnh Quận 1,30m2, 3 Phòng Ngủ, Ngang 5m, 3.1Tỷ.",9.0,30.0,3.0,3.1,3.0,3.0,85.0,65.0,5.0
255,"Vỡ nợ bán nhà mặt tiền Yên Thế Q.TB , 5m x 14m 3 lầu đẹp giá tốt cho anh chị đầu tư",8.0,70.0,12.0,13.0,7.0,3.0,515.0,12.0,22.0
256,. CHỊ GÁI CẦN NHƯỢNG CĂN NHÀ . 1 TRỆT . 2 LẦU . GIÁ CHỈ 2 TỶ 2,8.0,42.0,6.0,2.2,4.0,3.0,197.0,123.0,4.0
257,"Nhà 1 trệt 2 lầu 3PN, 4 X 14m, đường Lò Lu, Q9, gần ĐH FPT, SHR, Gía 3 tỷ 400 triệu",8.0,124.0,6.0,3.4,3.0,3.0,208.0,86.0,16.0
258,"Nhà phố full nội thất 1 trệt 2 lầu, 3pn, 3wc hẻm thông đường 8 Lò Lu, gần Đông Tăng Long",8.0,112.0,7.0,3.75,3.0,3.0,208.0,86.0,16.0
259,"Cần bán gấp nhà cấp 4 đường Lê Văn Việt,Q.9,58m2,SHR,1 tỷ 450",8.0,58.0,7.0,1.45,2.0,3.0,202.0,61.0,16.0
260,Bán nhà mặt tiện kinh doanh đường Kha Vạn Cân và 15 phòng trọ,8.0,244.0,7.0,24.3,15.0,3.0,154.0,60.0,21.0
261,MT Tám Danh P4 Q8 đường 16m 6.8 x 15 nỡ 7.3 1 Lầu Tổng dt 104 giá 14 tỷ tl,8.0,104.0,16.0,14.0,2.0,1.0,521.0,21.0,15.0
262,"Bán nhà hẻm, mặt tiền hẻm chợ Cao Đạt  P1 Q5 3 x 9 1 trệt 3 lầu 4wc Giá 6.3ty",8.0,27.0,4.0,6.3,4.0,3.0,497.0,2.0,12.0
263,Nhà hẻm nhựa 8m Bà Hom Q6 6.75 x 22 4 lầu Tổng 147m2 17 tỷ thương lương,8.0,147.0,10.0,17.0,5.0,4.0,28.0,6.0,13.0
264,BÁN NHÀ ĐẸP CẤP 4 - 5x25 Xây Full 125 mặt tiền TĂNG NHƠN BÁN CHỈ 11 tỷ.(TL).SHR,8.0,125.0,10.0,11.0,1.0,4.0,482.0,76.0,16.0
265,"MỔ TIM CHO CON BÁN GẤP NHÀ NÁT KHÁNH HỘI GIÁ RẺ 1TỶ152/62M2 SH,GẦN CHỢ,CHÍNH CHỦ BÁN NHANH",8.0,62.0,10.0,1.152,1.0,4.0,157.0,23.0,11.0
266,"LY HÔN CHIA TÀI SẢN CẦN BÁN GẤP NHÀ NÁT Đ.HUỲNH VĂN BÁNH GIÁ RẺ 1TỶ070/68M2 SHR,GẦN CHỢ",8.0,68.0,10.0,1.07,1.0,4.0,131.0,7.0,20.0
267,"VỠ NỢ BÁN NHÀ NÁT HUỲNH KHƯƠNG AN GÍA RẺ 73M2/975TR SHR, GẦN TRƯỜNG, CHÍNH CHỦ BÁN NHANH",8.0,73.0,10.0,0.975,1.0,4.0,125.0,22.0,19.0
268,HÓT ! MT KINH DOANH  NGAY CHỢ TÂN HƯƠNG (4X18.5M) 3 LẦU MỚI GIÁ 15.3 TỶ LH :HẰNG MOON,8.0,74.0,20.0,15.3,5.0,3.0,461.0,94.0,23.0
